bid_id,request_id,vendor_id,bid_price,bid_timestamp,is_fraudulent_flag,collusion_group
BID-00345,REQ-033,VND-0006,86630.15,2026-06-01 22:34:00,0,
BID-00346,REQ-033,VND-0200,85436.45,2026-06-01 22:44:00,0,
BID-00347,REQ-033,VND-0475,83720.22,2026-06-01 22:46:00,0,
BID-00348,REQ-033,VND-0475,82457.9,2026-06-01 22:52:00,0,
BID-00349,REQ-033,VND-0475,80700.25,2026-06-01 22:59:00,0,
BID-00350,REQ-033,VND-0007,79914.38,2026-06-01 23:03:00,0,
BID-00351,REQ-033,VND-0475,78853.82,2026-06-01 23:09:00,0,
BID-00352,REQ-034,VND-0370,189904.79,2026-01-04 11:08:00,0,
BID-00353,REQ-034,VND-0410,187744.68,2026-01-04 11:16:00,0,
BID-00354,REQ-034,VND-0370,186245.66,2026-01-04 11:24:00,0,
BID-00355,REQ-034,VND-0154,182504.3,2026-01-04 11:33:00,0,
BID-00356,REQ-034,VND-0154,178491.61,2026-01-04 11:39:00,0,
BID-00357,REQ-034,VND-0410,177083.84,2026-01-04 11:48:00,0,
BID-00358,REQ-035,VND-0321,122443.85,2026-05-22 19:05:00,0,
BID-00359,REQ-035,VND-0321,120247.93,2026-05-22 19:14:00,0,
BID-00360,REQ-035,VND-0321,119424.32,2026-05-22 19:19:00,0,
BID-00361,REQ-035,VND-0489,118185.98,2026-05-22 19:21:00,0,
BID-00362,REQ-035,VND-0489,117150.29,2026-05-22 19:31:00,0,
BID-00363,REQ-035,VND-0489,115441.31,2026-05-22 19:38:00,0,
BID-00364,REQ-035,VND-0321,112654.51,2026-05-22 19:40:00,0,
BID-00365,REQ-035,VND-0489,109979.73,2026-05-22 19:43:00,0,
BID-00366,REQ-036,VND-0155,71980.24,2026-04-24 15:06:00,0,
BID-00367,REQ-036,VND-0299,70949.12,2026-04-24 15:13:00,0,
BID-00368,REQ-036,VND-0314,70223.22,2026-04-24 15:23:00,0,
BID-00369,REQ-036,VND-0299,69217.62,2026-04-24 15:32:00,0,
BID-00370,REQ-036,VND-0314,67605.78,2026-04-24 15:39:00,0,
BID-00371,REQ-036,VND-0314,66708.07,2026-04-24 15:44:00,0,
BID-00372,REQ-036,VND-0141,66179.84,2026-04-24 15:50:00,0,
BID-00373,REQ-036,VND-0406,64611.7,2026-04-24 15:58:00,0,
BID-00374,REQ-036,VND-0314,64091.69,2026-04-24 16:05:00,0,
BID-00375,REQ-036,VND-0155,63284.34,2026-04-24 16:10:00,0,
BID-00376,REQ-036,VND-0299,62270.98,2026-04-24 16:17:00,0,
BID-00377,REQ-036,VND-0314,61008.92,2026-04-24 16:26:00,0,
BID-00378,REQ-037,VND-0121,26572.74,2026-06-25 12:02:00,0,
BID-00379,REQ-037,VND-0121,26421.9,2026-06-25 12:05:00,0,
BID-00380,REQ-037,VND-0442,26264.15,2026-06-25 12:07:00,0,
BID-00381,REQ-037,VND-0489,26060.61,2026-06-25 12:12:00,0,
BID-00382,REQ-037,VND-0368,25561.72,2026-06-25 12:14:00,0,
BID-00383,REQ-037,VND-0136,25175.36,2026-06-25 12:21:00,0,
BID-00384,REQ-037,VND-0368,24738.4,2026-06-25 12:30:00,0,
BID-00385,REQ-037,VND-0442,24373.33,2026-06-25 12:32:00,0,
BID-00386,REQ-038,VND-0033,34308.84,2026-05-19 00:08:00,0,
BID-00387,REQ-038,VND-0172,33492.49,2026-05-19 00:12:00,0,
BID-00388,REQ-038,VND-0278,32710.07,2026-05-19 00:22:00,0,
BID-00389,REQ-038,VND-0233,32388.88,2026-05-19 00:32:00,0,
BID-00390,REQ-038,VND-0033,31698.85,2026-05-19 00:38:00,0,
BID-00391,REQ-038,VND-0172,31288.74,2026-05-19 00:45:00,0,
BID-00392,REQ-038,VND-0406,30845.06,2026-05-19 00:50:00,0,
BID-00393,REQ-038,VND-0323,30551.51,2026-05-19 00:53:00,0,
BID-00394,REQ-038,VND-0323,29792.81,2026-05-19 00:55:00,0,
BID-00395,REQ-038,VND-0278,29402.35,2026-05-19 01:03:00,0,
BID-00396,REQ-038,VND-0268,28975.43,2026-05-19 01:05:00,0,
BID-00397,REQ-038,VND-0323,28731.23,2026-05-19 01:14:00,0,
BID-00398,REQ-038,VND-0172,28338.24,2026-05-19 01:21:00,0,
BID-00399,REQ-038,VND-0268,27642.64,2026-05-19 01:24:00,0,
BID-00400,REQ-039,VND-0133,48140.59,2026-06-16 13:02:00,0,
BID-00401,REQ-039,VND-0203,47005.66,2026-06-16 13:09:00,0,
BID-00402,REQ-039,VND-0034,45866.74,2026-06-16 13:13:00,0,
BID-00403,REQ-039,VND-0483,44884.56,2026-06-16 13:21:00,0,
BID-00404,REQ-039,VND-0034,44391.48,2026-06-16 13:26:00,0,
BID-00405,REQ-039,VND-0133,43428.49,2026-06-16 13:34:00,0,
BID-00406,REQ-039,VND-0023,42432.65,2026-06-16 13:41:00,0,
BID-00407,REQ-039,VND-0392,41579.24,2026-06-16 13:45:00,0,
BID-00408,REQ-039,VND-0483,40549.34,2026-06-16 13:48:00,0,
BID-00409,REQ-039,VND-0133,39742.04,2026-06-16 13:55:00,0,
BID-00410,REQ-040,VND-0233,53015.97,2026-03-10 12:08:00,0,
BID-00411,REQ-040,VND-0233,52719.48,2026-03-10 12:14:00,0,
BID-00412,REQ-040,VND-0233,51938.59,2026-03-10 12:21:00,0,
BID-00413,REQ-040,VND-0155,50701.27,2026-03-10 12:29:00,0,
BID-00414,REQ-040,VND-0098,49758.53,2026-03-10 12:37:00,0,
BID-00415,REQ-040,VND-0098,48741.3,2026-03-10 12:43:00,0,
BID-00416,REQ-040,VND-0098,47802.44,2026-03-10 12:46:00,0,
BID-00417,REQ-041,VND-0486,168933.56,2026-03-30 12:03:00,0,
BID-00418,REQ-041,VND-0074,168071.34,2026-03-30 12:09:00,0,
BID-00419,REQ-041,VND-0486,166021.15,2026-03-30 12:15:00,0,
BID-00420,REQ-041,VND-0074,164751.06,2026-03-30 12:19:00,0,
BID-00421,REQ-041,VND-0486,162448.36,2026-03-30 12:29:00,0,
BID-00422,REQ-041,VND-0358,160310.39,2026-03-30 12:31:00,0,
BID-00423,REQ-041,VND-0074,158374.12,2026-03-30 12:34:00,0,
BID-00424,REQ-041,VND-0358,155687.96,2026-03-30 12:41:00,0,
BID-00425,REQ-042,VND-0076,113478.11,2026-01-23 15:08:00,0,
BID-00426,REQ-042,VND-0274,112595.61,2026-01-23 15:14:00,0,
BID-00427,REQ-042,VND-0321,110922.17,2026-01-23 15:17:00,0,
BID-00428,REQ-042,VND-0274,109403.25,2026-01-23 15:25:00,0,
BID-00429,REQ-042,VND-0321,107796.7,2026-01-23 15:28:00,0,
BID-00430,REQ-042,VND-0321,106715.07,2026-01-23 15:33:00,0,
BID-00431,REQ-042,VND-0219,104847.49,2026-01-23 15:38:00,0,
BID-00432,REQ-042,VND-0316,104098.93,2026-01-23 15:44:00,0,
BID-00433,REQ-042,VND-0016,101603.01,2026-01-23 15:51:00,0,
BID-00434,REQ-042,VND-0076,100323.03,2026-01-23 15:58:00,0,
BID-00435,REQ-042,VND-0316,99149.78,2026-01-23 16:02:00,0,
BID-00436,REQ-042,VND-0321,98018.16,2026-01-23 16:07:00,0,
BID-00437,REQ-042,VND-0316,96912.15,2026-01-23 16:15:00,0,
BID-00438,REQ-042,VND-0321,95862.7,2026-01-23 16:24:00,0,
BID-00439,REQ-042,VND-0076,93884.14,2026-01-23 16:31:00,0,
BID-00440,REQ-043,VND-0460,106140.66,2026-04-02 07:10:00,0,
BID-00441,REQ-043,VND-0206,103586.91,2026-04-02 07:19:00,0,
BID-00442,REQ-043,VND-0128,102634.63,2026-04-02 07:25:00,0,
BID-00443,REQ-043,VND-0128,101979.5,2026-04-02 07:33:00,0,
BID-00444,REQ-043,VND-0128,100451.23,2026-04-02 07:39:00,0,
BID-00445,REQ-043,VND-0326,99441.33,2026-04-02 07:43:00,0,
BID-00446,REQ-043,VND-0128,98102.59,2026-04-02 07:51:00,0,
BID-00447,REQ-043,VND-0206,96730.99,2026-04-02 08:00:00,0,
BID-00448,REQ-043,VND-0460,95471.93,2026-04-02 08:10:00,0,
BID-00449,REQ-043,VND-0128,94195.85,2026-04-02 08:12:00,0,
BID-00450,REQ-043,VND-0279,92403.05,2026-04-02 08:22:00,0,
BID-00451,REQ-043,VND-0460,90761.64,2026-04-02 08:25:00,0,
BID-00452,REQ-043,VND-0206,88912.0,2026-04-02 08:32:00,0,
BID-00453,REQ-043,VND-0326,87316.92,2026-04-02 08:34:00,0,
BID-00454,REQ-043,VND-0460,85162.62,2026-04-02 08:42:00,0,
BID-00455,REQ-044,VND-0146,26937.47,2026-01-10 07:05:00,0,
BID-00456,REQ-044,VND-0160,26601.23,2026-01-10 07:14:00,0,
BID-00457,REQ-044,VND-0146,26100.89,2026-01-10 07:18:00,0,
BID-00458,REQ-044,VND-0001,25449.57,2026-01-10 07:27:00,0,
BID-00459,REQ-044,VND-0281,25171.95,2026-01-10 07:30:00,0,
BID-00460,REQ-044,VND-0281,24627.57,2026-01-10 07:34:00,0,
BID-00461,REQ-044,VND-0001,24350.81,2026-01-10 07:43:00,0,
BID-00462,REQ-044,VND-0085,23975.27,2026-01-10 07:50:00,0,
BID-00463,REQ-044,VND-0160,23808.58,2026-01-10 07:59:00,0,
BID-00464,REQ-044,VND-0001,23657.55,2026-01-10 08:01:00,0,
BID-00465,REQ-044,VND-0281,23528.58,2026-01-10 08:08:00,0,
BID-00466,REQ-044,VND-0281,23092.29,2026-01-10 08:12:00,0,
BID-00467,REQ-044,VND-0085,22738.52,2026-01-10 08:22:00,0,
BID-00468,REQ-044,VND-0085,22474.3,2026-01-10 08:30:00,0,
BID-00469,REQ-045,VND-0473,169742.14,2026-02-04 15:05:00,0,
BID-00470,REQ-045,VND-0470,166883.0,2026-02-04 15:13:00,0,
BID-00471,REQ-045,VND-0201,163696.41,2026-02-04 15:18:00,0,
BID-00472,REQ-045,VND-0173,160414.87,2026-02-04 15:21:00,0,
BID-00473,REQ-045,VND-0343,159286.35,2026-02-04 15:31:00,0,
BID-00474,REQ-045,VND-0336,157324.6,2026-02-04 15:36:00,0,
BID-00475,REQ-046,VND-0337,143505.59,2026-07-01 08:07:00,0,
BID-00476,REQ-046,VND-0410,140361.33,2026-07-01 08:11:00,0,
BID-00477,REQ-046,VND-0185,137677.66,2026-07-01 08:17:00,0,
BID-00478,REQ-046,VND-0265,135364.21,2026-07-01 08:21:00,0,
BID-00479,REQ-046,VND-0410,134368.3,2026-07-01 08:27:00,0,
BID-00480,REQ-046,VND-0115,133204.56,2026-07-01 08:31:00,0,
BID-00481,REQ-046,VND-0265,131503.63,2026-07-01 08:35:00,0,
BID-00482,REQ-046,VND-0265,129836.93,2026-07-01 08:39:00,0,
BID-00483,REQ-046,VND-0337,127537.51,2026-07-01 08:43:00,0,
BID-00484,REQ-046,VND-0265,126474.19,2026-07-01 08:49:00,0,
BID-00485,REQ-046,VND-0240,125368.56,2026-07-01 08:58:00,0,
BID-00486,REQ-046,VND-0265,124607.29,2026-07-01 09:05:00,0,
BID-00487,REQ-046,VND-0115,122776.54,2026-07-01 09:10:00,0,
BID-00488,REQ-046,VND-0337,119795.94,2026-07-01 09:20:00,0,
BID-00489,REQ-046,VND-0185,118011.06,2026-07-01 09:29:00,0,
BID-00490,REQ-047,VND-0147,18092.46,2026-02-13 09:05:00,0,
BID-00491,REQ-047,VND-0485,17897.54,2026-02-13 09:14:00,0,
BID-00492,REQ-047,VND-0485,17542.27,2026-02-13 09:23:00,0,
BID-00493,REQ-047,VND-0485,17275.34,2026-02-13 09:26:00,0,
BID-00494,REQ-047,VND-0147,16921.16,2026-02-13 09:33:00,0,
BID-00495,REQ-047,VND-0485,16558.16,2026-02-13 09:35:00,0,
BID-00496,REQ-047,VND-0037,16329.21,2026-02-13 09:40:00,0,
BID-00497,REQ-047,VND-0097,16214.11,2026-02-13 09:45:00,0,
BID-00498,REQ-047,VND-0147,15849.36,2026-02-13 09:47:00,0,
BID-00499,REQ-048,VND-0355,139993.64,2026-03-23 18:07:00,0,
BID-00500,REQ-048,VND-0051,137585.02,2026-03-23 18:15:00,0,
BID-00501,REQ-048,VND-0355,135201.63,2026-03-23 18:20:00,0,
BID-00502,REQ-048,VND-0355,132347.68,2026-03-23 18:27:00,0,
BID-00503,REQ-048,VND-0370,130941.92,2026-03-23 18:37:00,0,
BID-00504,REQ-048,VND-0355,129439.62,2026-03-23 18:43:00,0,
BID-00505,REQ-048,VND-0065,127309.73,2026-03-23 18:53:00,0,
BID-00506,REQ-048,VND-0051,124597.57,2026-03-23 18:57:00,0,
BID-00507,REQ-048,VND-0371,121685.05,2026-03-23 19:03:00,0,
BID-00508,REQ-049,VND-0121,105290.45,2026-06-03 22:00:01,1,COL-REQ-049
BID-00509,REQ-049,VND-0219,105140.45,2026-06-03 22:00:03,1,COL-REQ-049
BID-00510,REQ-049,VND-0121,104990.45,2026-06-03 22:00:04,1,COL-REQ-049
BID-00511,REQ-049,VND-0219,104840.45,2026-06-03 22:00:06,1,COL-REQ-049
BID-00512,REQ-049,VND-0121,104690.45,2026-06-03 22:00:08,1,COL-REQ-049
BID-00513,REQ-049,VND-0219,104540.45,2026-06-03 22:00:09,1,COL-REQ-049
BID-00514,REQ-049,VND-0121,104390.45,2026-06-03 22:00:11,1,COL-REQ-049
BID-00515,REQ-049,VND-0219,104240.45,2026-06-03 22:00:13,1,COL-REQ-049
BID-00516,REQ-049,VND-0121,104090.45,2026-06-03 22:00:15,1,COL-REQ-049
BID-00517,REQ-049,VND-0219,103940.45,2026-06-03 22:00:17,1,COL-REQ-049
BID-00518,REQ-049,VND-0016,99264.3,2026-06-03 22:05:17,0,
BID-00519,REQ-049,VND-0031,97471.32,2026-06-03 22:10:17,0,
BID-00520,REQ-050,VND-0401,20467.92,2026-06-27 19:03:00,0,
BID-00521,REQ-050,VND-0284,20105.7,2026-06-27 19:10:00,0,
BID-00522,REQ-050,VND-0401,19685.22,2026-06-27 19:18:00,0,
BID-00523,REQ-050,VND-0208,19205.64,2026-06-27 19:23:00,0,
BID-00524,REQ-050,VND-0284,19006.46,2026-06-27 19:29:00,0,
BID-00525,REQ-050,VND-0271,18703.38,2026-06-27 19:33:00,0,
BID-00526,REQ-050,VND-0197,18291.0,2026-06-27 19:40:00,0,
BID-00527,REQ-050,VND-0401,18182.74,2026-06-27 19:49:00,0,
BID-00528,REQ-050,VND-0401,18046.65,2026-06-27 19:53:00,0,
BID-00529,REQ-050,VND-0284,17791.64,2026-06-27 20:01:00,0,
BID-00530,REQ-050,VND-0208,17348.38,2026-06-27 20:05:00,0,
BID-00531,REQ-050,VND-0271,17206.48,2026-06-27 20:11:00,0,
BID-00532,REQ-050,VND-0401,16895.18,2026-06-27 20:17:00,0,
BID-00533,REQ-050,VND-0401,16685.06,2026-06-27 20:21:00,0,
BID-00534,REQ-050,VND-0401,16469.38,2026-06-27 20:27:00,0,
BID-00535,REQ-051,VND-0015,93749.69,2026-05-19 13:05:00,0,
BID-00536,REQ-051,VND-0015,93263.53,2026-05-19 13:12:00,0,
BID-00537,REQ-051,VND-0370,90954.03,2026-05-19 13:20:00,0,
BID-00538,REQ-051,VND-0065,89630.29,2026-05-19 13:25:00,0,
BID-00539,REQ-051,VND-0015,89022.0,2026-05-19 13:28:00,0,
BID-00540,REQ-051,VND-0370,88018.99,2026-05-19 13:34:00,0,
BID-00541,REQ-051,VND-0065,86905.16,2026-05-19 13:38:00,0,
BID-00542,REQ-051,VND-0065,86351.72,2026-05-19 13:40:00,0,
BID-00543,REQ-051,VND-0065,85159.9,2026-05-19 13:45:00,0,
BID-00544,REQ-052,VND-0246,97233.7,2026-04-20 15:04:00,0,
BID-00545,REQ-052,VND-0246,95601.0,2026-04-20 15:12:00,0,
BID-00546,REQ-052,VND-0394,93281.24,2026-04-20 15:19:00,0,
BID-00547,REQ-052,VND-0360,92352.56,2026-04-20 15:22:00,0,
BID-00548,REQ-052,VND-0360,90868.65,2026-04-20 15:28:00,0,
BID-00549,REQ-052,VND-0246,88873.37,2026-04-20 15:34:00,0,
BID-00550,REQ-052,VND-0360,87508.72,2026-04-20 15:44:00,0,
BID-00551,REQ-052,VND-0360,85762.32,2026-04-20 15:50:00,0,
BID-00552,REQ-052,VND-0246,83989.09,2026-04-20 15:55:00,0,
BID-00553,REQ-053,VND-0219,37040.88,2026-04-30 22:08:00,0,
BID-00554,REQ-053,VND-0219,36450.93,2026-04-30 22:12:00,0,
BID-00555,REQ-053,VND-0442,35572.86,2026-04-30 22:15:00,0,
BID-00556,REQ-053,VND-0316,34977.11,2026-04-30 22:17:00,0,
BID-00557,REQ-053,VND-0219,34651.3,2026-04-30 22:19:00,0,
BID-00558,REQ-053,VND-0442,34126.95,2026-04-30 22:29:00,0,
BID-00559,REQ-053,VND-0442,33667.21,2026-04-30 22:37:00,0,
BID-00560,REQ-053,VND-0316,33067.57,2026-04-30 22:47:00,0,
BID-00561,REQ-053,VND-0058,32801.26,2026-04-30 22:50:00,0,
BID-00562,REQ-053,VND-0219,32585.41,2026-04-30 22:55:00,0,
BID-00563,REQ-053,VND-0111,32072.92,2026-04-30 23:03:00,0,
BID-00564,REQ-054,VND-0058,186746.61,2026-05-16 20:02:00,0,
BID-00565,REQ-054,VND-0325,183325.12,2026-05-16 20:06:00,0,
BID-00566,REQ-054,VND-0058,182362.05,2026-05-16 20:10:00,0,
BID-00567,REQ-054,VND-0468,181408.85,2026-05-16 20:19:00,0,
BID-00568,REQ-054,VND-0325,178604.25,2026-05-16 20:25:00,0,
BID-00569,REQ-054,VND-0276,176382.87,2026-05-16 20:31:00,0,
BID-00570,REQ-054,VND-0468,172373.99,2026-05-16 20:33:00,0,
BID-00571,REQ-054,VND-0325,168729.63,2026-05-16 20:39:00,0,
BID-00572,REQ-054,VND-0047,167670.44,2026-05-16 20:42:00,0,
BID-00573,REQ-054,VND-0219,165305.63,2026-05-16 20:49:00,0,
BID-00574,REQ-054,VND-0058,162827.33,2026-05-16 20:53:00,0,
BID-00575,REQ-054,VND-0325,161500.91,2026-05-16 20:56:00,0,
BID-00576,REQ-055,VND-0115,162057.94,2026-04-24 23:00:01,1,COL-REQ-055
BID-00577,REQ-055,VND-0203,161907.94,2026-04-24 23:00:02,1,COL-REQ-055
BID-00578,REQ-055,VND-0115,161757.94,2026-04-24 23:00:03,1,COL-REQ-055
BID-00579,REQ-055,VND-0203,161607.94,2026-04-24 23:00:04,1,COL-REQ-055
BID-00580,REQ-055,VND-0115,161457.94,2026-04-24 23:00:05,1,COL-REQ-055
BID-00581,REQ-055,VND-0203,161307.94,2026-04-24 23:00:07,1,COL-REQ-055
BID-00582,REQ-055,VND-0115,161157.94,2026-04-24 23:00:09,1,COL-REQ-055
BID-00583,REQ-055,VND-0203,161007.94,2026-04-24 23:00:11,1,COL-REQ-055
BID-00584,REQ-055,VND-0115,160857.94,2026-04-24 23:00:12,1,COL-REQ-055
BID-00585,REQ-055,VND-0203,160707.94,2026-04-24 23:00:13,1,COL-REQ-055
BID-00586,REQ-055,VND-0015,151741.35,2026-04-24 23:05:13,0,
BID-00587,REQ-055,VND-0023,153985.98,2026-04-24 23:15:13,0,
BID-00588,REQ-056,VND-0380,128536.39,2026-03-06 02:00:02,1,COL-REQ-056
BID-00589,REQ-056,VND-0169,128386.39,2026-03-06 02:00:03,1,COL-REQ-056
BID-00590,REQ-056,VND-0380,128236.39,2026-03-06 02:00:05,1,COL-REQ-056
BID-00591,REQ-056,VND-0169,128086.39,2026-03-06 02:00:07,1,COL-REQ-056
BID-00592,REQ-056,VND-0380,127936.39,2026-03-06 02:00:09,1,COL-REQ-056
BID-00593,REQ-056,VND-0169,127786.39,2026-03-06 02:00:10,1,COL-REQ-056
BID-00594,REQ-056,VND-0380,127636.39,2026-03-06 02:00:12,1,COL-REQ-056
BID-00595,REQ-056,VND-0169,127486.39,2026-03-06 02:00:13,1,COL-REQ-056
BID-00596,REQ-056,VND-0380,127336.39,2026-03-06 02:00:14,1,COL-REQ-056
BID-00597,REQ-056,VND-0169,127186.39,2026-03-06 02:00:15,1,COL-REQ-056
BID-00598,REQ-056,VND-0005,122767.31,2026-03-06 02:06:15,0,
BID-00599,REQ-056,VND-0035,124187.19,2026-03-06 02:11:15,0,
BID-00600,REQ-057,VND-0259,94049.05,2026-05-01 18:10:00,0,
BID-00601,REQ-057,VND-0259,93563.82,2026-05-01 18:15:00,0,
BID-00602,REQ-057,VND-0259,92040.96,2026-05-01 18:21:00,0,
BID-00603,REQ-057,VND-0390,90434.45,2026-05-01 18:30:00,0,
BID-00604,REQ-057,VND-0259,88912.09,2026-05-01 18:39:00,0,
BID-00605,REQ-057,VND-0406,87165.03,2026-05-01 18:49:00,0,
BID-00606,REQ-057,VND-0406,86466.72,2026-05-01 18:57:00,0,
BID-00607,REQ-057,VND-0406,85631.46,2026-05-01 19:04:00,0,
BID-00608,REQ-057,VND-0390,83765.42,2026-05-01 19:06:00,0,
BID-00609,REQ-057,VND-0259,83344.15,2026-05-01 19:14:00,0,
BID-00610,REQ-058,VND-0082,83208.73,2026-03-27 05:04:00,0,
BID-00611,REQ-058,VND-0493,82637.88,2026-03-27 05:09:00,0,
BID-00612,REQ-058,VND-0403,81542.01,2026-03-27 05:16:00,0,
BID-00613,REQ-058,VND-0198,79544.95,2026-03-27 05:19:00,0,
BID-00614,REQ-058,VND-0403,78995.17,2026-03-27 05:23:00,0,
BID-00615,REQ-058,VND-0198,78481.97,2026-03-27 05:25:00,0,
BID-00616,REQ-058,VND-0198,77049.77,2026-03-27 05:29:00,0,
BID-00617,REQ-058,VND-0188,76215.05,2026-03-27 05:36:00,0,
BID-00618,REQ-058,VND-0198,74765.85,2026-03-27 05:43:00,0,
BID-00619,REQ-058,VND-0493,73715.01,2026-03-27 05:48:00,0,
BID-00620,REQ-058,VND-0082,71955.35,2026-03-27 05:52:00,0,
BID-00621,REQ-058,VND-0403,71438.75,2026-03-27 05:55:00,0,
BID-00622,REQ-058,VND-0188,70439.23,2026-03-27 06:02:00,0,
BID-00623,REQ-059,VND-0224,129030.6,2026-03-10 10:03:00,0,
BID-00624,REQ-059,VND-0292,126301.36,2026-03-10 10:09:00,0,
BID-00625,REQ-059,VND-0200,123909.52,2026-03-10 10:11:00,0,
BID-00626,REQ-059,VND-0292,121218.39,2026-03-10 10:18:00,0,
BID-00627,REQ-059,VND-0292,120391.16,2026-03-10 10:23:00,0,
BID-00628,REQ-059,VND-0224,118835.12,2026-03-10 10:25:00,0,
BID-00629,REQ-059,VND-0200,117530.69,2026-03-10 10:29:00,0,
BID-00630,REQ-059,VND-0066,114705.02,2026-03-10 10:38:00,0,
BID-00631,REQ-059,VND-0256,112415.33,2026-03-10 10:43:00,0,
BID-00632,REQ-059,VND-0066,110814.44,2026-03-10 10:47:00,0,
BID-00633,REQ-059,VND-0066,110233.87,2026-03-10 10:52:00,0,
BID-00634,REQ-059,VND-0292,109245.88,2026-03-10 11:00:00,0,
BID-00635,REQ-059,VND-0224,107200.17,2026-03-10 11:03:00,0,
BID-00636,REQ-060,VND-0337,110515.57,2026-01-05 16:07:00,0,
BID-00637,REQ-060,VND-0240,109868.62,2026-01-05 16:16:00,0,
BID-00638,REQ-060,VND-0240,108950.14,2026-01-05 16:24:00,0,
BID-00639,REQ-060,VND-0337,106826.86,2026-01-05 16:33:00,0,
BID-00640,REQ-060,VND-0240,105475.01,2026-01-05 16:41:00,0,
BID-00641,REQ-060,VND-0063,104200.99,2026-01-05 16:45:00,0,
BID-00642,REQ-060,VND-0023,103096.76,2026-01-05 16:49:00,0,
BID-00643,REQ-060,VND-0240,101315.03,2026-01-05 16:54:00,0,
BID-00644,REQ-060,VND-0371,100210.48,2026-01-05 17:02:00,0,
BID-00645,REQ-060,VND-0091,98749.35,2026-01-05 17:05:00,0,
BID-00646,REQ-060,VND-0023,97499.15,2026-01-05 17:13:00,0,
BID-00647,REQ-060,VND-0063,95758.5,2026-01-05 17:23:00,0,
BID-00648,REQ-060,VND-0063,94071.7,2026-01-05 17:33:00,0,
BID-00649,REQ-061,VND-0459,16136.1,2026-04-17 15:00:02,1,COL-REQ-061
BID-00650,REQ-061,VND-0010,15986.1,2026-04-17 15:00:04,1,COL-REQ-061
BID-00651,REQ-061,VND-0459,15836.1,2026-04-17 15:00:06,1,COL-REQ-061
BID-00652,REQ-061,VND-0010,15686.1,2026-04-17 15:00:08,1,COL-REQ-061
BID-00653,REQ-061,VND-0459,15536.1,2026-04-17 15:00:10,1,COL-REQ-061
BID-00654,REQ-061,VND-0010,15386.1,2026-04-17 15:00:12,1,COL-REQ-061
BID-00655,REQ-061,VND-0459,15236.1,2026-04-17 15:00:14,1,COL-REQ-061
BID-00656,REQ-061,VND-0010,15086.1,2026-04-17 15:00:16,1,COL-REQ-061
BID-00657,REQ-061,VND-0459,14936.1,2026-04-17 15:00:17,1,COL-REQ-061
BID-00658,REQ-061,VND-0010,14786.1,2026-04-17 15:00:18,1,COL-REQ-061
BID-00659,REQ-061,VND-0002,15288.33,2026-04-17 15:07:18,0,
BID-00660,REQ-061,VND-0014,15646.71,2026-04-17 15:12:18,0,
BID-00661,REQ-062,VND-0497,102369.18,2026-05-08 14:03:00,0,
BID-00662,REQ-062,VND-0497,100512.48,2026-05-08 14:09:00,0,
BID-00663,REQ-062,VND-0224,98368.98,2026-05-08 14:11:00,0,
BID-00664,REQ-062,VND-0497,96744.53,2026-05-08 14:19:00,0,
BID-00665,REQ-062,VND-0267,94451.29,2026-05-08 14:23:00,0,
BID-00666,REQ-062,VND-0497,93532.18,2026-05-08 14:30:00,0,
BID-00667,REQ-062,VND-0267,91354.79,2026-05-08 14:32:00,0,
BID-00668,REQ-062,VND-0267,89166.73,2026-05-08 14:36:00,0,
BID-00669,REQ-062,VND-0224,87029.64,2026-05-08 14:45:00,0,
BID-00670,REQ-062,VND-0224,86056.56,2026-05-08 14:54:00,0,
BID-00671,REQ-062,VND-0021,85470.93,2026-05-08 14:59:00,0,
BID-00672,REQ-062,VND-0267,83474.51,2026-05-08 15:04:00,0,
BID-00673,REQ-062,VND-0497,82488.24,2026-05-08 15:08:00,0,
BID-00674,REQ-063,VND-0019,158690.66,2026-04-16 22:07:00,0,
BID-00675,REQ-063,VND-0019,156711.5,2026-04-16 22:15:00,0,
BID-00676,REQ-063,VND-0418,155611.28,2026-04-16 22:21:00,0,
BID-00677,REQ-063,VND-0068,154408.56,2026-04-16 22:25:00,0,
BID-00678,REQ-063,VND-0354,151191.17,2026-04-16 22:34:00,0,
BID-00679,REQ-063,VND-0068,149908.45,2026-04-16 22:44:00,0,
BID-00680,REQ-063,VND-0418,146799.38,2026-04-16 22:49:00,0,
BID-00681,REQ-063,VND-0418,143674.15,2026-04-16 22:57:00,0,
BID-00682,REQ-064,VND-0438,94017.78,2026-05-24 16:07:00,0,
BID-00683,REQ-064,VND-0438,93132.33,2026-05-24 16:10:00,0,
BID-00684,REQ-064,VND-0005,92404.7,2026-05-24 16:13:00,0,
BID-00685,REQ-064,VND-0100,91301.74,2026-05-24 16:20:00,0,
BID-00686,REQ-064,VND-0100,89683.53,2026-05-24 16:23:00,0,
BID-00687,REQ-064,VND-0131,88434.01,2026-05-24 16:29:00,0,
BID-00688,REQ-064,VND-0100,87550.48,2026-05-24 16:32:00,0,
BID-00689,REQ-064,VND-0131,86663.32,2026-05-24 16:35:00,0,
BID-00690,REQ-064,VND-0216,86146.55,2026-05-24 16:44:00,0,
BID-00691,REQ-064,VND-0005,84046.12,2026-05-24 16:52:00,0,
BID-00692,REQ-064,VND-0005,82143.7,2026-05-24 16:59:00,0,
BID-00693,REQ-064,VND-0438,81116.34,2026-05-24 17:08:00,0,
