bid_id,auction_id,vendor_id,price,price_ratio,reliability_score,delivery_score,historical_rating,defect_rate,avg_delay_days,completed_contracts,utility_score,is_fraud,timestamp,is_winner
BID-001950,AUC-0361,VND-0515,57238.82,0.8419,0.66,71.6,4.15,0.0204,8.5,55,0.4217,0,2026-03-19 00:00:00,0
BID-001951,AUC-0361,VND-0515,56478.3,0.8307,0.66,71.6,4.15,0.0204,8.5,55,0.4277,0,2026-03-19 00:00:00,0
BID-001952,AUC-0361,VND-0698,54056.43,0.7951,0.669,69.8,4.17,0.0199,9.1,103,0.4438,0,2026-03-19 00:00:00,1
BID-001953,AUC-0362,VND-0611,207171.15,0.9825,0.975,78.9,4.94,0.0015,6.3,262,0.5973,0,2026-01-03 00:00:00,1
BID-001954,AUC-0362,VND-0392,199123.59,0.9444,0.626,56.5,4.06,0.0224,13.0,205,0.431,0,2026-01-03 00:00:00,0
BID-001955,AUC-0362,VND-0182,194424.83,0.9221,0.729,67.4,4.32,0.0163,9.8,283,0.5023,0,2026-01-03 00:00:00,0
BID-001956,AUC-0362,VND-0385,191026.63,0.906,0.671,64.6,4.18,0.0197,10.6,99,0.4807,0,2026-01-03 00:00:00,0
BID-001957,AUC-0362,VND-0392,181786.91,0.8621,0.626,56.5,4.06,0.0224,13.0,205,0.4655,0,2026-01-03 00:00:00,0
BID-001958,AUC-0363,VND-0262,407581.56,0.967,0.985,93.2,4.96,0.001,2.0,217,0.5647,0,2026-04-13 00:00:00,0
BID-001959,AUC-0363,VND-0262,395269.07,0.9378,0.985,93.2,4.96,0.001,2.0,217,0.5773,0,2026-04-13 00:00:00,0
BID-001960,AUC-0363,VND-0011,379109.88,0.8994,0.806,60.5,4.51,0.0116,11.8,165,0.4737,0,2026-04-13 00:00:00,0
BID-001961,AUC-0363,VND-0596,369732.65,0.8772,0.534,52.9,3.83,0.028,14.1,172,0.3978,0,2026-04-13 00:00:00,0
BID-001962,AUC-0363,VND-0262,355721.17,0.8439,0.985,93.2,4.96,0.001,2.0,217,0.6176,0,2026-04-13 00:00:00,1
BID-001963,AUC-0364,VND-0124,190759.73,0.9631,0.714,77.7,4.29,0.0172,6.7,69,0.5413,0,2026-04-08 00:00:00,0
BID-001964,AUC-0364,VND-0088,188565.68,0.952,0.823,65.4,4.56,0.0106,10.4,297,0.5469,0,2026-04-08 00:00:00,0
BID-001965,AUC-0364,VND-0124,179189.25,0.9046,0.714,77.7,4.29,0.0172,6.7,69,0.5588,0,2026-04-08 00:00:00,0
BID-001966,AUC-0364,VND-0589,175685.62,0.887,0.89,71.8,4.72,0.0066,8.5,35,0.6096,0,2026-04-08 00:00:00,0
BID-001967,AUC-0364,VND-0259,172460.47,0.8707,0.688,71.3,4.22,0.0187,8.6,248,0.5404,0,2026-04-08 00:00:00,0
BID-001968,AUC-0364,VND-0088,169395.3,0.8552,0.823,65.4,4.56,0.0106,10.4,297,0.576,0,2026-04-08 00:00:00,0
BID-001969,AUC-0364,VND-0589,163723.13,0.8266,0.89,71.8,4.72,0.0066,8.5,35,0.6278,0,2026-04-08 00:00:00,1
BID-001970,AUC-0364,VND-0664,159500.9,0.8052,0.591,61.2,3.98,0.0245,11.6,138,0.4948,0,2026-04-08 00:00:00,0
BID-001971,AUC-0365,VND-0059,282036.25,0.9718,0.902,70.4,4.75,0.0059,8.9,223,0.5558,0,2026-05-14 00:00:00,0
BID-001972,AUC-0365,VND-0054,271079.12,0.9341,0.705,68.2,4.26,0.0177,9.5,70,0.5123,0,2026-05-14 00:00:00,0
BID-001973,AUC-0365,VND-0656,262465.55,0.9044,0.54,61.3,3.85,0.0276,11.6,117,0.4635,0,2026-05-14 00:00:00,0
BID-001974,AUC-0365,VND-0059,249598.54,0.86,0.902,70.4,4.75,0.0059,8.9,223,0.596,0,2026-05-14 00:00:00,0
BID-001975,AUC-0365,VND-0090,241178.91,0.831,0.968,81.4,4.92,0.0019,5.6,35,0.6496,0,2026-05-14 00:00:00,0
BID-001976,AUC-0365,VND-0090,234015.11,0.8063,0.968,81.4,4.92,0.0019,5.6,35,0.6585,0,2026-05-14 00:00:00,0
BID-001977,AUC-0365,VND-0090,227883.97,0.7852,0.968,81.4,4.92,0.0019,5.6,35,0.6661,0,2026-05-14 00:00:00,1
BID-001978,AUC-0365,VND-0076,216494.84,0.746,0.954,76.1,4.89,0.0028,7.2,193,0.6646,0,2026-05-14 00:00:00,0
BID-001979,AUC-0366,VND-0733,283628.62,0.9518,1.0,79.0,5.0,0.001,6.3,38,0.6183,0,2026-06-17 00:00:00,0
BID-001980,AUC-0366,VND-0056,272188.2,0.9134,0.645,52.8,4.11,0.0213,14.2,53,0.4498,0,2026-06-17 00:00:00,0
BID-001981,AUC-0366,VND-0719,258672.18,0.868,0.654,67.3,4.13,0.0208,9.8,84,0.5039,0,2026-06-17 00:00:00,0
BID-001982,AUC-0366,VND-0733,251308.17,0.8433,1.0,79.0,5.0,0.001,6.3,38,0.6768,0,2026-06-17 00:00:00,0
BID-001983,AUC-0366,VND-0056,240965.19,0.8086,0.645,52.8,4.11,0.0213,14.2,53,0.5064,0,2026-06-17 00:00:00,0
BID-001984,AUC-0366,VND-0733,238452.68,0.8002,1.0,79.0,5.0,0.001,6.3,38,0.7001,0,2026-06-17 00:00:00,0
BID-001985,AUC-0366,VND-0324,234077.51,0.7855,0.797,75.1,4.49,0.0122,7.5,157,0.6198,0,2026-06-17 00:00:00,0
BID-001986,AUC-0366,VND-0733,222399.26,0.7463,1.0,79.0,5.0,0.001,6.3,38,0.7292,0,2026-06-17 00:00:00,1
BID-001987,AUC-0367,VND-0525,97181.81,0.968,0.935,72.6,4.84,0.0039,8.2,133,0.5704,0,2026-02-19 00:00:00,0
BID-001988,AUC-0367,VND-0525,95260.0,0.9489,0.935,72.6,4.84,0.0039,8.2,133,0.5798,0,2026-02-19 00:00:00,0
BID-001989,AUC-0367,VND-0684,93035.29,0.9267,0.858,90.6,4.64,0.0085,2.8,109,0.5921,0,2026-02-19 00:00:00,0
BID-001990,AUC-0367,VND-0684,91122.91,0.9077,0.858,90.6,4.64,0.0085,2.8,109,0.6014,0,2026-02-19 00:00:00,0
BID-001991,AUC-0367,VND-0311,87211.76,0.8687,0.592,50.0,3.98,0.0245,15.0,73,0.4411,0,2026-02-19 00:00:00,0
BID-001992,AUC-0367,VND-0525,82989.43,0.8266,0.935,72.6,4.84,0.0039,8.2,133,0.6397,0,2026-02-19 00:00:00,1
BID-001993,AUC-0368,VND-0547,179679.94,0.9583,0.804,72.0,4.51,0.0118,8.4,296,0.6553,0,2026-01-30 00:00:00,0
BID-001994,AUC-0368,VND-0009,171516.12,0.9148,0.652,56.5,4.13,0.0209,13.0,191,0.5856,0,2026-01-30 00:00:00,0
BID-001995,AUC-0368,VND-0762,167665.74,0.8942,0.676,51.0,4.19,0.0195,14.7,256,0.592,0,2026-01-30 00:00:00,0
BID-001996,AUC-0368,VND-0762,160566.68,0.8564,0.676,51.0,4.19,0.0195,14.7,256,0.6011,0,2026-01-30 00:00:00,0
BID-001997,AUC-0368,VND-0313,155582.94,0.8298,0.809,69.6,4.52,0.0115,9.1,131,0.6845,0,2026-01-30 00:00:00,1
BID-001998,AUC-0369,VND-0225,166341.49,0.9565,0.688,59.0,4.22,0.0187,12.3,251,0.4447,0,2026-06-30 00:00:00,0
BID-001999,AUC-0369,VND-0491,159644.44,0.918,0.667,66.6,4.17,0.02,10.0,38,0.4728,0,2026-06-30 00:00:00,0
BID-002000,AUC-0369,VND-0356,156804.65,0.9016,0.88,82.6,4.7,0.0072,5.2,180,0.5907,0,2026-06-30 00:00:00,1
BID-002001,AUC-0369,VND-0491,149330.71,0.8587,0.667,66.6,4.17,0.02,10.0,38,0.4989,0,2026-06-30 00:00:00,0
BID-002002,AUC-0369,VND-0491,147398.36,0.8476,0.667,66.6,4.17,0.02,10.0,38,0.5037,0,2026-06-30 00:00:00,0
BID-002003,AUC-0369,VND-0465,144302.88,0.8298,0.817,63.7,4.54,0.011,10.9,29,0.5555,0,2026-06-30 00:00:00,0
BID-002004,AUC-0370,VND-0626,22339.52,0.9782,0.898,82.3,4.75,0.0061,5.3,158,0.4429,0,2026-02-09 00:00:00,0
BID-002005,AUC-0370,VND-0030,21637.07,0.9475,0.523,50.0,3.81,0.0286,15.0,73,0.3095,0,2026-02-09 00:00:00,0
BID-002006,AUC-0370,VND-0626,21383.61,0.9364,0.898,82.3,4.75,0.0061,5.3,158,0.4642,0,2026-02-09 00:00:00,0
BID-002007,AUC-0370,VND-0057,20630.5,0.9034,0.965,98.7,4.91,0.0021,0.4,65,0.5287,0,2026-02-09 00:00:00,0
BID-002008,AUC-0370,VND-0057,20228.08,0.8858,0.965,98.7,4.91,0.0021,0.4,65,0.5377,0,2026-02-09 00:00:00,1
BID-002009,AUC-0370,VND-0222,19678.95,0.8617,0.687,60.3,4.22,0.0188,11.9,29,0.4108,0,2026-02-09 00:00:00,0
BID-002010,AUC-0370,VND-0626,19445.67,0.8515,0.898,82.3,4.75,0.0061,5.3,158,0.5075,0,2026-02-09 00:00:00,0
BID-002011,AUC-0370,VND-0626,19176.56,0.8397,0.898,82.3,4.75,0.0061,5.3,158,0.5135,0,2026-02-09 00:00:00,0
BID-002012,AUC-0371,VND-0771,21319.57,0.9755,0.855,69.8,4.64,0.0087,9.1,137,0.3983,0,2026-03-15 00:00:00,0
BID-002013,AUC-0371,VND-0197,20352.05,0.9313,0.686,65.9,4.22,0.0188,10.2,297,0.3818,0,2026-03-15 00:00:00,0
BID-002014,AUC-0371,VND-0428,19482.47,0.8915,0.603,50.0,4.01,0.0238,15.0,165,0.3623,0,2026-03-15 00:00:00,0
BID-002015,AUC-0371,VND-0156,18986.62,0.8688,0.719,59.2,4.3,0.0168,12.2,98,0.4122,0,2026-03-15 00:00:00,0
BID-002016,AUC-0371,VND-0786,18741.55,0.8576,0.793,65.1,4.48,0.0124,10.5,76,0.442,0,2026-03-15 00:00:00,0
BID-002017,AUC-0371,VND-0771,18479.21,0.8456,0.855,69.8,4.64,0.0087,9.1,137,0.4685,0,2026-03-15 00:00:00,1
BID-002018,AUC-0371,VND-0710,17727.04,0.8112,0.726,71.5,4.32,0.0164,8.5,141,0.4633,0,2026-03-15 00:00:00,0
BID-002019,AUC-0372,VND-0442,403802.42,0.9671,0.51,50.0,3.77,0.0294,15.0,124,0.413,0,2026-03-02 00:00:00,0
BID-002020,AUC-0372,VND-0442,389647.07,0.9332,0.51,50.0,3.77,0.0294,15.0,124,0.4225,0,2026-03-02 00:00:00,0
BID-002021,AUC-0372,VND-0442,379134.81,0.908,0.51,50.0,3.77,0.0294,15.0,124,0.4296,0,2026-03-02 00:00:00,0
BID-002022,AUC-0372,VND-0498,365574.66,0.8756,0.68,52.5,4.2,0.0192,14.2,28,0.5128,0,2026-03-02 00:00:00,1
BID-002023,AUC-0373,VND-0609,141700.39,0.9854,0.541,54.9,3.85,0.0275,13.5,49,0.4728,0,2026-03-30 00:00:00,0
BID-002024,AUC-0373,VND-0529,135202.8,0.9402,0.884,81.5,4.71,0.007,5.6,163,0.6486,0,2026-03-30 00:00:00,0
BID-002025,AUC-0373,VND-0609,129557.75,0.9009,0.541,54.9,3.85,0.0275,13.5,49,0.4973,0,2026-03-30 00:00:00,0
BID-002026,AUC-0373,VND-0759,124218.71,0.8638,0.824,81.5,4.56,0.0106,5.6,51,0.654,0,2026-03-30 00:00:00,0
BID-002027,AUC-0373,VND-0529,121493.65,0.8449,0.884,81.5,4.71,0.007,5.6,163,0.6763,0,2026-03-30 00:00:00,1
BID-002028,AUC-0374,VND-0560,254411.03,0.9642,0.633,56.0,4.08,0.022,13.2,50,0.4553,0,2026-04-30 00:00:00,0
BID-002029,AUC-0374,VND-0112,244500.63,0.9266,0.547,50.0,3.87,0.0272,15.0,230,0.4188,0,2026-04-30 00:00:00,0
BID-002030,AUC-0374,VND-0679,241053.42,0.9136,0.95,82.9,4.88,0.003,5.1,239,0.6667,0,2026-04-30 00:00:00,1
BID-002031,AUC-0374,VND-0730,234289.13,0.8879,0.608,56.3,4.02,0.0235,13.1,234,0.4721,0,2026-04-30 00:00:00,0
BID-002032,AUC-0375,VND-0447,153024.31,0.9786,0.915,80.0,4.79,0.0051,6.0,168,0.7244,0,2026-01-16 00:00:00,1
BID-002033,AUC-0375,VND-0724,145771.19,0.9322,0.846,86.1,4.62,0.0092,4.2,207,0.7125,0,2026-01-16 00:00:00,0
BID-002034,AUC-0375,VND-0518,138529.9,0.8859,0.538,56.0,3.85,0.0277,13.2,137,0.5541,0,2026-01-16 00:00:00,0
BID-002035,AUC-0376,VND-0616,449842.95,0.9552,0.947,74.5,4.87,0.0032,7.6,284,0.4908,0,2026-02-17 00:00:00,0
BID-002036,AUC-0376,VND-0678,430404.66,0.9139,0.743,75.4,4.36,0.0154,7.4,120,0.471,0,2026-02-17 00:00:00,0
BID-002037,AUC-0376,VND-0627,424557.1,0.9015,0.559,50.0,3.9,0.0265,15.0,106,0.3712,0,2026-02-17 00:00:00,0
BID-002038,AUC-0376,VND-0678,417846.02,0.8873,0.743,75.4,4.36,0.0154,7.4,120,0.483,0,2026-02-17 00:00:00,0
BID-002039,AUC-0376,VND-0544,403985.58,0.8578,0.807,68.1,4.52,0.0116,9.6,75,0.4893,0,2026-02-17 00:00:00,0
BID-002040,AUC-0376,VND-0581,397571.39,0.8442,0.913,77.0,4.78,0.0052,6.9,210,0.5405,0,2026-02-17 00:00:00,1
BID-002041,AUC-0377,VND-0615,130458.72,0.9519,0.992,82.3,4.98,0.001,5.3,64,0.6153,0,2026-02-02 00:00:00,0
BID-002042,AUC-0377,VND-0615,128588.7,0.9382,0.992,82.3,4.98,0.001,5.3,64,0.6202,0,2026-02-02 00:00:00,0
BID-002043,AUC-0377,VND-0615,125788.39,0.9178,0.992,82.3,4.98,0.001,5.3,64,0.6275,0,2026-02-02 00:00:00,0
BID-002044,AUC-0377,VND-0007,120624.68,0.8801,0.916,76.8,4.79,0.005,7.0,189,0.5994,0,2026-02-02 00:00:00,0
BID-002045,AUC-0377,VND-0229,117468.12,0.8571,0.506,50.0,3.76,0.0297,15.0,275,0.3887,0,2026-02-02 00:00:00,0
BID-002046,AUC-0377,VND-0076,114377.21,0.8345,0.954,76.1,4.89,0.0028,7.2,193,0.6291,0,2026-02-02 00:00:00,0
BID-002047,AUC-0377,VND-0076,108703.99,0.7931,0.954,76.1,4.89,0.0028,7.2,193,0.644,0,2026-02-02 00:00:00,1
BID-002048,AUC-0378,VND-0608,214427.61,0.9723,0.847,65.2,4.62,0.0092,10.4,18,0.5281,0,2026-01-10 00:00:00,0
BID-002049,AUC-0378,VND-0608,210431.48,0.9542,0.847,65.2,4.62,0.0092,10.4,18,0.5344,0,2026-01-10 00:00:00,1
BID-002050,AUC-0378,VND-0351,200389.43,0.9087,0.766,55.9,4.42,0.014,13.2,276,0.5026,0,2026-01-10 00:00:00,0
BID-002051,AUC-0379,VND-0152,417532.36,0.9541,0.77,68.6,4.43,0.0138,9.4,30,0.4101,0,2026-05-03 00:00:00,0
BID-002052,AUC-0379,VND-0273,411043.52,0.9392,0.809,73.1,4.52,0.0115,8.1,254,0.437,0,2026-05-03 00:00:00,0
BID-002053,AUC-0379,VND-0273,394486.48,0.9014,0.809,73.1,4.52,0.0115,8.1,254,0.4555,0,2026-05-03 00:00:00,0
BID-002054,AUC-0379,VND-0251,377476.01,0.8625,0.849,73.2,4.62,0.0091,8.0,198,0.4889,0,2026-05-03 00:00:00,0
BID-002055,AUC-0379,VND-0545,359205.86,0.8208,0.996,80.1,4.99,0.001,6.0,128,0.5705,0,2026-05-03 00:00:00,1
BID-002056,AUC-0379,VND-0400,341509.97,0.7803,0.848,82.5,4.62,0.0091,5.2,256,0.5409,0,2026-05-03 00:00:00,0
BID-002057,AUC-0379,VND-0542,333432.04,0.7619,0.709,70.0,4.27,0.0175,9.0,75,0.4843,0,2026-05-03 00:00:00,0
BID-002058,AUC-0379,VND-0273,319366.74,0.7298,0.809,73.1,4.52,0.0115,8.1,254,0.5396,0,2026-05-03 00:00:00,0
BID-002059,AUC-0380,VND-0617,410984.09,0.9726,0.607,50.0,4.02,0.0236,15.0,218,0.4264,0,2026-06-12 00:00:00,0
BID-002060,AUC-0380,VND-0752,405337.21,0.9593,0.513,50.0,3.78,0.0292,15.0,78,0.3895,0,2026-06-12 00:00:00,0
BID-002061,AUC-0380,VND-0555,395083.25,0.935,0.848,71.2,4.62,0.0091,8.6,247,0.5876,0,2026-06-12 00:00:00,1
BID-002062,AUC-0380,VND-0306,385684.74,0.9128,0.52,52.4,3.8,0.0288,14.3,70,0.4133,0,2026-06-12 00:00:00,0
BID-002063,AUC-0380,VND-0369,367581.29,0.8699,0.696,66.8,4.24,0.0182,10.0,205,0.5341,0,2026-06-12 00:00:00,0
BID-002064,AUC-0380,VND-0617,363685.91,0.8607,0.607,50.0,4.02,0.0236,15.0,218,0.4645,0,2026-06-12 00:00:00,0
BID-002065,AUC-0380,VND-0306,348283.93,0.8242,0.52,52.4,3.8,0.0288,14.3,70,0.4434,0,2026-06-12 00:00:00,0
BID-002066,AUC-0380,VND-0369,335439.06,0.7938,0.696,66.8,4.24,0.0182,10.0,205,0.5599,0,2026-06-12 00:00:00,0
BID-002067,AUC-0381,VND-0721,96764.43,0.9563,0.985,78.2,4.96,0.001,6.5,82,0.7244,0,2026-03-07 00:00:00,0
BID-002068,AUC-0381,VND-0721,94253.7,0.9315,0.985,78.2,4.96,0.001,6.5,82,0.7298,0,2026-03-07 00:00:00,1
BID-002069,AUC-0381,VND-0681,92404.06,0.9132,0.956,73.9,4.89,0.0026,7.8,190,0.7102,0,2026-03-07 00:00:00,0
BID-002070,AUC-0382,VND-0219,399246.49,0.99,0.536,52.2,3.84,0.0278,14.3,200,0.2298,0,2026-01-15 00:00:00,0
BID-002071,AUC-0382,VND-0146,381644.39,0.9463,0.515,50.0,3.79,0.0291,15.0,234,0.248,0,2026-01-15 00:00:00,0
BID-002072,AUC-0382,VND-0027,368662.48,0.9141,0.97,94.1,4.92,0.0018,1.8,96,0.4356,0,2026-01-15 00:00:00,0
BID-002073,AUC-0382,VND-0027,364052.66,0.9027,0.97,94.1,4.92,0.0018,1.8,96,0.4424,0,2026-01-15 00:00:00,0
BID-002074,AUC-0382,VND-0513,358711.51,0.8895,0.972,88.2,4.93,0.0017,3.5,209,0.4414,0,2026-01-15 00:00:00,0
BID-002075,AUC-0382,VND-0027,347894.21,0.8626,0.97,94.1,4.92,0.0018,1.8,96,0.4665,0,2026-01-15 00:00:00,1
BID-002076,AUC-0383,VND-0140,224441.08,0.9571,0.851,82.2,4.63,0.0089,5.3,214,0.6072,0,2026-03-26 00:00:00,0
BID-002077,AUC-0383,VND-0084,221766.49,0.9457,0.66,58.1,4.15,0.0204,12.6,37,0.5096,0,2026-03-26 00:00:00,0
BID-002078,AUC-0383,VND-0084,216220.63,0.922,0.66,58.1,4.15,0.0204,12.6,37,0.5174,0,2026-03-26 00:00:00,0
BID-002079,AUC-0383,VND-0084,208764.76,0.8902,0.66,58.1,4.15,0.0204,12.6,37,0.5279,0,2026-03-26 00:00:00,0
BID-002080,AUC-0383,VND-0140,206008.19,0.8785,0.851,82.2,4.63,0.0089,5.3,214,0.6331,0,2026-03-26 00:00:00,0
BID-002081,AUC-0383,VND-0084,196879.25,0.8395,0.66,58.1,4.15,0.0204,12.6,37,0.5446,0,2026-03-26 00:00:00,0
BID-002082,AUC-0383,VND-0140,194482.65,0.8293,0.851,82.2,4.63,0.0089,5.3,214,0.6493,0,2026-03-26 00:00:00,1
BID-002083,AUC-0384,VND-0611,237853.39,0.9643,0.975,78.9,4.94,0.0015,6.3,262,0.6619,0,2026-04-13 00:00:00,0
BID-002084,AUC-0384,VND-0206,234108.16,0.9491,0.66,69.8,4.15,0.0204,9.1,239,0.513,0,2026-04-13 00:00:00,0
BID-002085,AUC-0384,VND-0206,228317.63,0.9257,0.66,69.8,4.15,0.0204,9.1,239,0.52,0,2026-04-13 00:00:00,0
BID-002086,AUC-0384,VND-0206,223479.12,0.906,0.66,69.8,4.15,0.0204,9.1,239,0.5259,0,2026-04-13 00:00:00,0
BID-002087,AUC-0384,VND-0710,213237.35,0.8645,0.726,71.5,4.32,0.0164,8.5,141,0.5703,0,2026-04-13 00:00:00,0
BID-002088,AUC-0384,VND-0611,207329.02,0.8406,0.975,78.9,4.94,0.0015,6.3,262,0.6991,0,2026-04-13 00:00:00,1
BID-002089,AUC-0384,VND-0785,202015.27,0.819,0.812,71.6,4.53,0.0113,8.5,178,0.6214,0,2026-04-13 00:00:00,0
BID-002090,AUC-0385,VND-0734,72349.87,0.9595,0.989,89.2,4.97,0.001,3.2,23,0.6486,0,2026-06-27 00:00:00,0
BID-002091,AUC-0385,VND-0734,69683.37,0.9241,0.989,89.2,4.97,0.001,3.2,23,0.6609,0,2026-06-27 00:00:00,1
BID-002092,AUC-0385,VND-0788,68026.15,0.9021,0.608,50.0,4.02,0.0235,15.0,253,0.5038,0,2026-06-27 00:00:00,0
BID-002093,AUC-0385,VND-0566,65316.36,0.8662,0.862,78.0,4.65,0.0083,6.6,129,0.628,0,2026-06-27 00:00:00,0
BID-002094,AUC-0386,VND-0034,47153.67,0.9527,0.57,62.3,3.93,0.0258,11.3,167,0.5069,0,2026-02-11 00:00:00,0
BID-002095,AUC-0386,VND-0653,45231.47,0.9139,0.855,84.4,4.64,0.0087,4.7,217,0.6584,0,2026-02-11 00:00:00,0
BID-002096,AUC-0386,VND-0713,44738.02,0.9039,0.993,99.4,4.98,0.001,0.2,194,0.7342,0,2026-02-11 00:00:00,0
BID-002097,AUC-0386,VND-0361,43083.37,0.8705,0.969,82.7,4.92,0.0018,5.2,61,0.7142,0,2026-02-11 00:00:00,0
BID-002098,AUC-0386,VND-0713,42536.8,0.8594,0.993,99.4,4.98,0.001,0.2,194,0.7471,0,2026-02-11 00:00:00,1
BID-002099,AUC-0386,VND-0521,41773.8,0.844,0.77,78.3,4.42,0.0138,6.5,85,0.6368,0,2026-02-11 00:00:00,0
BID-002100,AUC-0386,VND-0434,40968.21,0.8277,0.578,50.0,3.94,0.0253,15.0,30,0.5308,0,2026-02-11 00:00:00,0
BID-002101,AUC-0387,VND-0146,361428.79,0.9857,0.515,50.0,3.79,0.0291,15.0,234,0.4219,0,2026-06-11 00:00:00,0
BID-002102,AUC-0387,VND-0164,344410.31,0.9392,0.777,74.5,4.44,0.0134,7.6,250,0.6053,0,2026-06-11 00:00:00,0
BID-002103,AUC-0387,VND-0146,340819.61,0.9294,0.515,50.0,3.79,0.0291,15.0,234,0.436,0,2026-06-11 00:00:00,0
BID-002104,AUC-0387,VND-0306,328167.94,0.8949,0.52,52.4,3.8,0.0288,14.3,70,0.4534,0,2026-06-11 00:00:00,0
BID-002105,AUC-0387,VND-0257,316971.81,0.8644,0.966,100.0,4.92,0.002,0.1,294,0.771,0,2026-06-11 00:00:00,1
BID-002106,AUC-0388,VND-0142,242373.83,0.957,0.688,54.9,4.22,0.0187,13.5,154,0.5385,0,2026-06-30 00:00:00,0
BID-002107,AUC-0388,VND-0217,238666.9,0.9424,0.809,63.1,4.52,0.0115,11.1,278,0.6075,0,2026-06-30 00:00:00,0
BID-002108,AUC-0388,VND-0703,231066.67,0.9123,0.832,76.8,4.58,0.0101,7.0,242,0.6634,0,2026-06-30 00:00:00,0
BID-002109,AUC-0388,VND-0217,225280.94,0.8895,0.809,63.1,4.52,0.0115,11.1,278,0.6196,0,2026-06-30 00:00:00,0
BID-002110,AUC-0388,VND-0142,221061.39,0.8728,0.688,54.9,4.22,0.0187,13.5,154,0.5579,0,2026-06-30 00:00:00,0
BID-002111,AUC-0388,VND-0391,210968.61,0.833,0.847,80.8,4.62,0.0092,5.8,85,0.6989,0,2026-06-30 00:00:00,1
BID-002112,AUC-0389,VND-0653,221388.0,0.9881,0.855,84.4,4.64,0.0087,4.7,217,0.6586,0,2026-03-24 00:00:00,0
BID-002113,AUC-0389,VND-0127,216570.45,0.9666,0.926,77.9,4.81,0.0045,6.6,286,0.6698,0,2026-03-24 00:00:00,0
BID-002114,AUC-0389,VND-0296,205975.15,0.9193,0.569,53.7,3.92,0.0258,13.9,90,0.5093,0,2026-03-24 00:00:00,0
BID-002115,AUC-0389,VND-0302,200363.07,0.8943,0.589,50.0,3.97,0.0247,15.0,244,0.5129,0,2026-03-24 00:00:00,0
BID-002116,AUC-0389,VND-0034,190385.56,0.8497,0.57,62.3,3.93,0.0258,11.3,167,0.5497,0,2026-03-24 00:00:00,0
BID-002117,AUC-0389,VND-0499,185041.52,0.8259,0.959,80.6,4.9,0.0025,5.8,131,0.724,0,2026-03-24 00:00:00,1
BID-002118,AUC-0389,VND-0034,177032.92,0.7901,0.57,62.3,3.93,0.0258,11.3,167,0.5652,0,2026-03-24 00:00:00,0
BID-002119,AUC-0390,VND-0429,356238.44,0.9695,0.518,50.0,3.8,0.0289,15.0,166,0.3886,0,2026-01-07 00:00:00,0
BID-002120,AUC-0390,VND-0464,351604.79,0.9569,0.634,55.9,4.09,0.0219,13.2,187,0.4538,0,2026-01-07 00:00:00,0
BID-002121,AUC-0390,VND-0659,345817.7,0.9411,0.763,77.8,4.41,0.0142,6.7,216,0.5638,0,2026-01-07 00:00:00,0
BID-002122,AUC-0390,VND-0434,330211.9,0.8986,0.578,50.0,3.94,0.0253,15.0,30,0.4386,0,2026-01-07 00:00:00,0
BID-002123,AUC-0390,VND-0659,319130.08,0.8685,0.763,77.8,4.41,0.0142,6.7,216,0.5906,0,2026-01-07 00:00:00,0
BID-002124,AUC-0390,VND-0659,313610.51,0.8535,0.763,77.8,4.41,0.0142,6.7,216,0.5962,0,2026-01-07 00:00:00,1
BID-002125,AUC-0391,VND-0317,377647.85,0.9806,0.756,65.4,4.39,0.0146,10.4,236,0.4432,0,2026-01-12 00:00:00,0
BID-002126,AUC-0391,VND-0491,360780.83,0.9368,0.667,66.6,4.17,0.02,10.0,38,0.4362,0,2026-01-12 00:00:00,0
BID-002127,AUC-0391,VND-0372,344549.54,0.8947,0.874,79.5,4.68,0.0076,6.1,212,0.5377,0,2026-01-12 00:00:00,0
BID-002128,AUC-0391,VND-0646,337754.62,0.8771,0.698,54.5,4.25,0.0181,13.6,213,0.4555,0,2026-01-12 00:00:00,0
BID-002129,AUC-0391,VND-0249,322919.41,0.8385,0.792,64.8,4.48,0.0125,10.6,66,0.5162,0,2026-01-12 00:00:00,0
BID-002130,AUC-0391,VND-0454,312669.8,0.8119,0.909,78.4,4.77,0.0055,6.5,79,0.5837,0,2026-01-12 00:00:00,1
BID-002131,AUC-0392,VND-0742,86905.8,0.9891,0.772,55.5,4.43,0.0137,13.4,130,0.3723,0,2026-02-19 00:00:00,0
BID-002132,AUC-0392,VND-0742,83990.59,0.9559,0.772,55.5,4.43,0.0137,13.4,130,0.3882,0,2026-02-19 00:00:00,0
BID-002133,AUC-0392,VND-0742,81011.78,0.922,0.772,55.5,4.43,0.0137,13.4,130,0.4045,0,2026-02-19 00:00:00,0
BID-002134,AUC-0392,VND-0193,77995.73,0.8877,0.868,87.1,4.67,0.0079,3.9,282,0.5098,0,2026-02-19 00:00:00,1
BID-002135,AUC-0392,VND-0396,75800.7,0.8627,0.577,58.3,3.94,0.0254,12.5,193,0.3797,0,2026-02-19 00:00:00,0
BID-002136,AUC-0392,VND-0742,74857.47,0.852,0.772,55.5,4.43,0.0137,13.4,130,0.4381,0,2026-02-19 00:00:00,0
BID-002137,AUC-0393,VND-0364,296470.24,0.9594,0.57,59.6,3.92,0.0258,12.1,179,0.4563,0,2026-05-01 00:00:00,0
