log_id,timestamp,action,payload,previous_hash,hash
AUD-000328,2026-02-04 06:48:00,BID_SUBMITTED,"{""bid_id"": ""BID-00111"", ""request_id"": ""REQ-012"", ""vendor_id"": ""VND-0132"", ""price"": 15962.32}",d5e02adf42c8d7928c3c48c81f8e8144c12105351d5f5312d73a11d40d3f49d3,43feb73c993db4cc346b8408de0e79b9f360f1e419b6878a2f2908831617c2cc
AUD-000329,2026-02-04 06:53:00,BID_SUBMITTED,"{""bid_id"": ""BID-00112"", ""request_id"": ""REQ-012"", ""vendor_id"": ""VND-0408"", ""price"": 15807.8}",43feb73c993db4cc346b8408de0e79b9f360f1e419b6878a2f2908831617c2cc,1fb7063ae3b232ccee15ddd022a0ed82dbab2f8d8261104312c09e9301a26d1f
AUD-000330,2026-02-04 07:02:00,BID_SUBMITTED,"{""bid_id"": ""BID-00113"", ""request_id"": ""REQ-012"", ""vendor_id"": ""VND-0247"", ""price"": 15423.48}",1fb7063ae3b232ccee15ddd022a0ed82dbab2f8d8261104312c09e9301a26d1f,4138b0e8d61aa08433a0fb9d60f207fd854154af604f391a78ca8ce654330259
AUD-000331,2026-02-04 15:05:00,BID_SUBMITTED,"{""bid_id"": ""BID-00469"", ""request_id"": ""REQ-045"", ""vendor_id"": ""VND-0473"", ""price"": 169742.14}",4138b0e8d61aa08433a0fb9d60f207fd854154af604f391a78ca8ce654330259,d1945355503556a2d39b7ec70fd02f92a39c2938299723a7d020fd623e452406
AUD-000332,2026-02-04 15:13:00,BID_SUBMITTED,"{""bid_id"": ""BID-00470"", ""request_id"": ""REQ-045"", ""vendor_id"": ""VND-0470"", ""price"": 166883.0}",d1945355503556a2d39b7ec70fd02f92a39c2938299723a7d020fd623e452406,7a13da843a2fa52afb0b20bc7dc9e304ac0626b8b619d3be800610f0243c7177
AUD-000333,2026-02-04 15:18:00,BID_SUBMITTED,"{""bid_id"": ""BID-00471"", ""request_id"": ""REQ-045"", ""vendor_id"": ""VND-0201"", ""price"": 163696.41}",7a13da843a2fa52afb0b20bc7dc9e304ac0626b8b619d3be800610f0243c7177,4a442a2b8913c2bf571f026c0aadc512f0ab406ada749ae3de4502f1114c3f57
AUD-000334,2026-02-04 15:21:00,BID_SUBMITTED,"{""bid_id"": ""BID-00472"", ""request_id"": ""REQ-045"", ""vendor_id"": ""VND-0173"", ""price"": 160414.87}",4a442a2b8913c2bf571f026c0aadc512f0ab406ada749ae3de4502f1114c3f57,e469284b9b266406166a50bcaa1c0ef21e7ff7e1a11fe3d050373dd05434d006
AUD-000335,2026-02-04 15:31:00,BID_SUBMITTED,"{""bid_id"": ""BID-00473"", ""request_id"": ""REQ-045"", ""vendor_id"": ""VND-0343"", ""price"": 159286.35}",e469284b9b266406166a50bcaa1c0ef21e7ff7e1a11fe3d050373dd05434d006,2992b325e4b9070be2203f4741dea2be5088c43dbfcf2bff4cf889181d5097fe
AUD-000336,2026-02-04 15:36:00,BID_SUBMITTED,"{""bid_id"": ""BID-00474"", ""request_id"": ""REQ-045"", ""vendor_id"": ""VND-0336"", ""price"": 157324.6}",2992b325e4b9070be2203f4741dea2be5088c43dbfcf2bff4cf889181d5097fe,e6eba0e08ca716570c232b53af826a389df8b55423cdd8fe4cd007f8f0d01788
AUD-000337,2026-02-09 07:00:00,PROCUREMENT_REQUEST_CREATED,"{""request_id"": ""REQ-030"", ""title"": ""HQ Security Guard Deployment (Lot 030)"", ""max_budget"": 132564.05}",e6eba0e08ca716570c232b53af826a389df8b55423cdd8fe4cd007f8f0d01788,96f7d923591767ff1cca6db6c5fc1d37b9d1c378ef7952863db030fad0472d67
AUD-000338,2026-02-09 14:00:00,PROCUREMENT_REQUEST_CREATED,"{""request_id"": ""REQ-110"", ""title"": ""Fire Safety Systems Audit (Lot 110)"", ""max_budget"": 196786.69}",96f7d923591767ff1cca6db6c5fc1d37b9d1c378ef7952863db030fad0472d67,d17c35ddf5a0ff8f5229b5d885c12c5a215218c2fabb296b10c871613c153cd8
AUD-000339,2026-02-10 07:02:00,BID_SUBMITTED,"{""bid_id"": ""BID-00303"", ""request_id"": ""REQ-030"", ""vendor_id"": ""VND-0184"", ""price"": 131100.69}",d17c35ddf5a0ff8f5229b5d885c12c5a215218c2fabb296b10c871613c153cd8,949d85fc9862d262865997e42c12e8bec79d99481f0f2306f998ac5b9d2a592b
AUD-000340,2026-02-10 07:07:00,BID_SUBMITTED,"{""bid_id"": ""BID-00304"", ""request_id"": ""REQ-030"", ""vendor_id"": ""VND-0184"", ""price"": 128731.22}",949d85fc9862d262865997e42c12e8bec79d99481f0f2306f998ac5b9d2a592b,4117728d5c90ed730f5cccc3b3145c00d406d5d3d7b8dce22a55ef9ed6417a05
AUD-000341,2026-02-10 07:16:00,BID_SUBMITTED,"{""bid_id"": ""BID-00305"", ""request_id"": ""REQ-030"", ""vendor_id"": ""VND-0179"", ""price"": 126368.26}",4117728d5c90ed730f5cccc3b3145c00d406d5d3d7b8dce22a55ef9ed6417a05,e6bf0550242b6571f65c72e1508cb5fc30a28995ffacd9833c57fc8212f248b2
AUD-000342,2026-02-10 07:26:00,BID_SUBMITTED,"{""bid_id"": ""BID-00306"", ""request_id"": ""REQ-030"", ""vendor_id"": ""VND-0184"", ""price"": 125332.76}",e6bf0550242b6571f65c72e1508cb5fc30a28995ffacd9833c57fc8212f248b2,eee643d44f76e10890faf0143ce4941f9e1940cc468285b8226a4b813409798f
AUD-000343,2026-02-10 07:32:00,BID_SUBMITTED,"{""bid_id"": ""BID-00307"", ""request_id"": ""REQ-030"", ""vendor_id"": ""VND-0184"", ""price"": 122975.77}",eee643d44f76e10890faf0143ce4941f9e1940cc468285b8226a4b813409798f,a23960a402a9aad8db19157b5d2548993e2ce19ef6cc8075f398ecc3d2375fd0
AUD-000344,2026-02-10 07:37:00,BID_SUBMITTED,"{""bid_id"": ""BID-00308"", ""request_id"": ""REQ-030"", ""vendor_id"": ""VND-0184"", ""price"": 120849.21}",a23960a402a9aad8db19157b5d2548993e2ce19ef6cc8075f398ecc3d2375fd0,97c59da3f89794d1641f0baa76f0a01422d2932cb04dd06e427bec5bcc6dd54a
AUD-000345,2026-02-10 07:46:00,BID_SUBMITTED,"{""bid_id"": ""BID-00309"", ""request_id"": ""REQ-030"", ""vendor_id"": ""VND-0013"", ""price"": 119089.21}",97c59da3f89794d1641f0baa76f0a01422d2932cb04dd06e427bec5bcc6dd54a,223fc23996067e64b365da8747389e99a54d2175907ac4e58cf5262b2691cc77
AUD-000346,2026-02-10 07:56:00,BID_SUBMITTED,"{""bid_id"": ""BID-00310"", ""request_id"": ""REQ-030"", ""vendor_id"": ""VND-0303"", ""price"": 117603.87}",223fc23996067e64b365da8747389e99a54d2175907ac4e58cf5262b2691cc77,7b1d402da667f3e7f45556b81363cc10b0a874b368b8845eb7d8bcc91512f344
AUD-000347,2026-02-10 08:01:00,BID_SUBMITTED,"{""bid_id"": ""BID-00311"", ""request_id"": ""REQ-030"", ""vendor_id"": ""VND-0241"", ""price"": 115234.5}",7b1d402da667f3e7f45556b81363cc10b0a874b368b8845eb7d8bcc91512f344,d5e1e73abdc9b125842e4ad0c7a38eaaf5f51092c0fab96e036dab84075065e0
AUD-000348,2026-02-10 08:04:00,BID_SUBMITTED,"{""bid_id"": ""BID-00312"", ""request_id"": ""REQ-030"", ""vendor_id"": ""VND-0013"", ""price"": 113090.35}",d5e1e73abdc9b125842e4ad0c7a38eaaf5f51092c0fab96e036dab84075065e0,7b9517bed041fcedeb3c864c1e39bcaf42eb89f9c8a7e3c1b57f40dd243dd34f
AUD-000349,2026-02-10 14:04:00,BID_SUBMITTED,"{""bid_id"": ""BID-01186"", ""request_id"": ""REQ-110"", ""vendor_id"": ""VND-0091"", ""price"": 194886.48}",7b9517bed041fcedeb3c864c1e39bcaf42eb89f9c8a7e3c1b57f40dd243dd34f,9db090d5d462ce25fc646e6cd0dbdd8f5205c5d31b1e84233013c20042915f20
AUD-000350,2026-02-10 14:11:00,BID_SUBMITTED,"{""bid_id"": ""BID-01187"", ""request_id"": ""REQ-110"", ""vendor_id"": ""VND-0091"", ""price"": 191988.2}",9db090d5d462ce25fc646e6cd0dbdd8f5205c5d31b1e84233013c20042915f20,e79d14fc3db9cdbd711eab5b621ffaf520cbbac9a6e7da1fea434e919a4cb254
AUD-000351,2026-02-10 14:20:00,BID_SUBMITTED,"{""bid_id"": ""BID-01188"", ""request_id"": ""REQ-110"", ""vendor_id"": ""VND-0133"", ""price"": 189831.88}",e79d14fc3db9cdbd711eab5b621ffaf520cbbac9a6e7da1fea434e919a4cb254,b1b26dd6513a95a329cdc888c2ac4aa7eb92c91890d2b3dae665bdeba8bc7f33
AUD-000352,2026-02-10 14:22:00,BID_SUBMITTED,"{""bid_id"": ""BID-01189"", ""request_id"": ""REQ-110"", ""vendor_id"": ""VND-0243"", ""price"": 187122.28}",b1b26dd6513a95a329cdc888c2ac4aa7eb92c91890d2b3dae665bdeba8bc7f33,86aa8fde02e6f9bc26c845206883c5f5804f1a088d0776ad163a34fa122236de
AUD-000353,2026-02-10 14:26:00,BID_SUBMITTED,"{""bid_id"": ""BID-01190"", ""request_id"": ""REQ-110"", ""vendor_id"": ""VND-0243"", ""price"": 185886.44}",86aa8fde02e6f9bc26c845206883c5f5804f1a088d0776ad163a34fa122236de,99a806c1d8b8984b21de54f73ddf052da873cc7bde4cad10584581cdb2adaee8
AUD-000354,2026-02-10 14:34:00,BID_SUBMITTED,"{""bid_id"": ""BID-01191"", ""request_id"": ""REQ-110"", ""vendor_id"": ""VND-0091"", ""price"": 183966.22}",99a806c1d8b8984b21de54f73ddf052da873cc7bde4cad10584581cdb2adaee8,e78f84753f17b122064ac3c4feb1b71fa0015f643165a9a5a2ed378edca04e63
AUD-000355,2026-02-10 14:38:00,BID_SUBMITTED,"{""bid_id"": ""BID-01192"", ""request_id"": ""REQ-110"", ""vendor_id"": ""VND-0091"", ""price"": 181047.81}",e78f84753f17b122064ac3c4feb1b71fa0015f643165a9a5a2ed378edca04e63,36382cd186e33ebf6346db525e702bb9394e5c62a66f29398c63dde19581467c
AUD-000356,2026-02-10 14:44:00,BID_SUBMITTED,"{""bid_id"": ""BID-01193"", ""request_id"": ""REQ-110"", ""vendor_id"": ""VND-0264"", ""price"": 176899.28}",36382cd186e33ebf6346db525e702bb9394e5c62a66f29398c63dde19581467c,024db375c0321fd4f08a66da17321b0c8eab05db7134d53d972f84e5d9b785c5
AUD-000357,2026-02-10 14:47:00,BID_SUBMITTED,"{""bid_id"": ""BID-01194"", ""request_id"": ""REQ-110"", ""vendor_id"": ""VND-0133"", ""price"": 173084.44}",024db375c0321fd4f08a66da17321b0c8eab05db7134d53d972f84e5d9b785c5,68a4c73c99b979a04c3b5b1fdaa320fbae478929ee48d83e471093334a0553f7
AUD-000358,2026-02-10 14:56:00,BID_SUBMITTED,"{""bid_id"": ""BID-01195"", ""request_id"": ""REQ-110"", ""vendor_id"": ""VND-0264"", ""price"": 170886.97}",68a4c73c99b979a04c3b5b1fdaa320fbae478929ee48d83e471093334a0553f7,787ced76a9c1bf5f59eb5adad6e19854640a9ebe311273a34129044110ce4fe0
AUD-000359,2026-02-10 14:58:00,BID_SUBMITTED,"{""bid_id"": ""BID-01196"", ""request_id"": ""REQ-110"", ""vendor_id"": ""VND-0264"", ""price"": 167511.55}",787ced76a9c1bf5f59eb5adad6e19854640a9ebe311273a34129044110ce4fe0,23ded22268165066cda419befec198226504ad6bbadd52142a0467ca4a9bc75b
AUD-000360,2026-02-10 15:01:00,BID_SUBMITTED,"{""bid_id"": ""BID-01197"", ""request_id"": ""REQ-110"", ""vendor_id"": ""VND-0264"", ""price"": 165130.09}",23ded22268165066cda419befec198226504ad6bbadd52142a0467ca4a9bc75b,e02be04d1f911e4cae11b0e0e412b36303ccde2029c73e024ef17166e7dc4d74
AUD-000361,2026-02-10 15:07:00,BID_SUBMITTED,"{""bid_id"": ""BID-01198"", ""request_id"": ""REQ-110"", ""vendor_id"": ""VND-0264"", ""price"": 162742.88}",e02be04d1f911e4cae11b0e0e412b36303ccde2029c73e024ef17166e7dc4d74,dcd34c72a5d3392f2b46a44e2b1ebb3b2a6982fb8c307d43d995ce36f3c22482
AUD-000362,2026-02-11 23:00:00,PROCUREMENT_REQUEST_CREATED,"{""request_id"": ""REQ-026"", ""title"": ""Water Treatment Chemicals (Lot 026)"", ""max_budget"": 55730.77}",dcd34c72a5d3392f2b46a44e2b1ebb3b2a6982fb8c307d43d995ce36f3c22482,2b26c78af6d50cc0be31f4bccb086fee61127936096ae20a17035e8c02f23afd
AUD-000363,2026-02-12 09:00:00,PROCUREMENT_REQUEST_CREATED,"{""request_id"": ""REQ-047"", ""title"": ""Ergonomic Seating Bulk Order (Lot 047)"", ""max_budget"": 18195.33}",2b26c78af6d50cc0be31f4bccb086fee61127936096ae20a17035e8c02f23afd,83d5a29f839de6dcbe9119861251e56b4b997b604fec14af0ded3a0138abee4f
AUD-000364,2026-02-12 10:00:00,PROCUREMENT_REQUEST_CREATED,"{""request_id"": ""REQ-096"", ""title"": ""Billboard Campaign Printing (Lot 096)"", ""max_budget"": 159606.61}",83d5a29f839de6dcbe9119861251e56b4b997b604fec14af0ded3a0138abee4f,33ef5dd9edd28bb5b4c8cc4965bc051bf2e9c4d2f4104202466c7f784641eb90
AUD-000365,2026-02-12 23:00:02,BID_SUBMITTED,"{""bid_id"": ""BID-00259"", ""request_id"": ""REQ-026"", ""vendor_id"": ""VND-0321"", ""price"": 52794.23}",33ef5dd9edd28bb5b4c8cc4965bc051bf2e9c4d2f4104202466c7f784641eb90,e471e0f914e75ababf369ef3d641d0abcbb717aaf5c29d38732c4b15f5dd1747
AUD-000366,2026-02-12 23:00:03,BID_SUBMITTED,"{""bid_id"": ""BID-00260"", ""request_id"": ""REQ-026"", ""vendor_id"": ""VND-0134"", ""price"": 52644.23}",e471e0f914e75ababf369ef3d641d0abcbb717aaf5c29d38732c4b15f5dd1747,ade280083607824c0663dddacf9695f238b8a72779734ba5496571b299d45d5d
AUD-000367,2026-02-12 23:00:05,BID_SUBMITTED,"{""bid_id"": ""BID-00261"", ""request_id"": ""REQ-026"", ""vendor_id"": ""VND-0321"", ""price"": 52494.23}",ade280083607824c0663dddacf9695f238b8a72779734ba5496571b299d45d5d,6f0b3798b44fd6f52bf7a9a1a71badd9a1c0764808ba2937edaab0ffa12a840b
AUD-000368,2026-02-12 23:00:07,BID_SUBMITTED,"{""bid_id"": ""BID-00262"", ""request_id"": ""REQ-026"", ""vendor_id"": ""VND-0134"", ""price"": 52344.23}",6f0b3798b44fd6f52bf7a9a1a71badd9a1c0764808ba2937edaab0ffa12a840b,084c55e2e387cb346e0fa055f098881e032a99b57c7f9e2e6b8d2667ec5419bd
AUD-000369,2026-02-12 23:00:08,BID_SUBMITTED,"{""bid_id"": ""BID-00263"", ""request_id"": ""REQ-026"", ""vendor_id"": ""VND-0321"", ""price"": 52194.23}",084c55e2e387cb346e0fa055f098881e032a99b57c7f9e2e6b8d2667ec5419bd,6fc94e99a7020b3ac55364e29c4765ed98993cc8d8e858604deccc7323ab85ce
AUD-000370,2026-02-12 23:00:09,BID_SUBMITTED,"{""bid_id"": ""BID-00264"", ""request_id"": ""REQ-026"", ""vendor_id"": ""VND-0134"", ""price"": 52044.23}",6fc94e99a7020b3ac55364e29c4765ed98993cc8d8e858604deccc7323ab85ce,370a59364bdd659e6627fd40ca54623fa018b555b132e4bbfa7ae56a56f30d68
AUD-000371,2026-02-12 23:00:10,BID_SUBMITTED,"{""bid_id"": ""BID-00265"", ""request_id"": ""REQ-026"", ""vendor_id"": ""VND-0321"", ""price"": 51894.23}",370a59364bdd659e6627fd40ca54623fa018b555b132e4bbfa7ae56a56f30d68,585cefcf0e78395e726a1395367460afd51eec0f63aaa2272e861680a5772462
AUD-000372,2026-02-12 23:00:12,BID_SUBMITTED,"{""bid_id"": ""BID-00266"", ""request_id"": ""REQ-026"", ""vendor_id"": ""VND-0134"", ""price"": 51744.23}",585cefcf0e78395e726a1395367460afd51eec0f63aaa2272e861680a5772462,e567d0e1ccd9440b9f66825eb9a2f6de2fecdd8a96eeec48f4daca85d2e660ab
AUD-000373,2026-02-12 23:00:14,BID_SUBMITTED,"{""bid_id"": ""BID-00267"", ""request_id"": ""REQ-026"", ""vendor_id"": ""VND-0321"", ""price"": 51594.23}",e567d0e1ccd9440b9f66825eb9a2f6de2fecdd8a96eeec48f4daca85d2e660ab,df905601648b8acb6d7d7e60ddf2ee70c2f84d744a30b0d244348b6f32bdac54
AUD-000374,2026-02-12 23:00:16,BID_SUBMITTED,"{""bid_id"": ""BID-00268"", ""request_id"": ""REQ-026"", ""vendor_id"": ""VND-0134"", ""price"": 51444.23}",df905601648b8acb6d7d7e60ddf2ee70c2f84d744a30b0d244348b6f32bdac54,d40f592d6d1b53aa19ae7c1c234b70b489ebada2b49d2e5f7ee3ef2721162124
AUD-000375,2026-02-12 23:07:16,BID_SUBMITTED,"{""bid_id"": ""BID-00269"", ""request_id"": ""REQ-026"", ""vendor_id"": ""VND-0016"", ""price"": 51103.33}",d40f592d6d1b53aa19ae7c1c234b70b489ebada2b49d2e5f7ee3ef2721162124,04ac81bf997ddd64815048d1d80f34c469ee7ebf5cfe5656a47334616fce4968
AUD-000376,2026-02-12 23:15:16,BID_SUBMITTED,"{""bid_id"": ""BID-00270"", ""request_id"": ""REQ-026"", ""vendor_id"": ""VND-0031"", ""price"": 50929.49}",04ac81bf997ddd64815048d1d80f34c469ee7ebf5cfe5656a47334616fce4968,a3ff1a2b6482d3fcd716b05565c4c1b40ddb006315113b1346f4abb12a4e5228
AUD-000377,2026-02-13 09:05:00,BID_SUBMITTED,"{""bid_id"": ""BID-00490"", ""request_id"": ""REQ-047"", ""vendor_id"": ""VND-0147"", ""price"": 18092.46}",a3ff1a2b6482d3fcd716b05565c4c1b40ddb006315113b1346f4abb12a4e5228,2cb6c7aa8c33b0021a31ff51ef66c3a434d41703d787098a85dc53138021619e
AUD-000378,2026-02-13 09:14:00,BID_SUBMITTED,"{""bid_id"": ""BID-00491"", ""request_id"": ""REQ-047"", ""vendor_id"": ""VND-0485"", ""price"": 17897.54}",2cb6c7aa8c33b0021a31ff51ef66c3a434d41703d787098a85dc53138021619e,b2a1cfcdfae73c5d07f320b64621ac9e96cd04d5bdf3da61d24c73ca14577bd8
AUD-000379,2026-02-13 09:23:00,BID_SUBMITTED,"{""bid_id"": ""BID-00492"", ""request_id"": ""REQ-047"", ""vendor_id"": ""VND-0485"", ""price"": 17542.27}",b2a1cfcdfae73c5d07f320b64621ac9e96cd04d5bdf3da61d24c73ca14577bd8,b942bfab4703c50b1bc6ef468de2fb2133c1d48710633a5429212152ce33ad0a
AUD-000380,2026-02-13 09:26:00,BID_SUBMITTED,"{""bid_id"": ""BID-00493"", ""request_id"": ""REQ-047"", ""vendor_id"": ""VND-0485"", ""price"": 17275.34}",b942bfab4703c50b1bc6ef468de2fb2133c1d48710633a5429212152ce33ad0a,37493c96b12ba74391e5e30399291193145ad46c7ef4e6ef7dd1fac6185a4354
AUD-000381,2026-02-13 09:33:00,BID_SUBMITTED,"{""bid_id"": ""BID-00494"", ""request_id"": ""REQ-047"", ""vendor_id"": ""VND-0147"", ""price"": 16921.16}",37493c96b12ba74391e5e30399291193145ad46c7ef4e6ef7dd1fac6185a4354,2cff0c9aed0891e0133554a2deb14ea1397a8054ebb51e96556c6d51648ce23f
AUD-000382,2026-02-13 09:35:00,BID_SUBMITTED,"{""bid_id"": ""BID-00495"", ""request_id"": ""REQ-047"", ""vendor_id"": ""VND-0485"", ""price"": 16558.16}",2cff0c9aed0891e0133554a2deb14ea1397a8054ebb51e96556c6d51648ce23f,83a1ab5d02c9a3cc1a8eee4b54b1ccb419f7dc2da9a0553071a8d125db3abea1
AUD-000383,2026-02-13 09:40:00,BID_SUBMITTED,"{""bid_id"": ""BID-00496"", ""request_id"": ""REQ-047"", ""vendor_id"": ""VND-0037"", ""price"": 16329.21}",83a1ab5d02c9a3cc1a8eee4b54b1ccb419f7dc2da9a0553071a8d125db3abea1,ed4c19b0a41d6c5946afcb6caadb619cada59952ea11a8ee8f9d5ecf042854e4
AUD-000384,2026-02-13 09:45:00,BID_SUBMITTED,"{""bid_id"": ""BID-00497"", ""request_id"": ""REQ-047"", ""vendor_id"": ""VND-0097"", ""price"": 16214.11}",ed4c19b0a41d6c5946afcb6caadb619cada59952ea11a8ee8f9d5ecf042854e4,38bacae2958e826e047da3a6a9b7ecf8a13164c83d5f9f74d9e000fec61ddd2e
AUD-000385,2026-02-13 09:47:00,BID_SUBMITTED,"{""bid_id"": ""BID-00498"", ""request_id"": ""REQ-047"", ""vendor_id"": ""VND-0147"", ""price"": 15849.36}",38bacae2958e826e047da3a6a9b7ecf8a13164c83d5f9f74d9e000fec61ddd2e,d2bd64c9a69f7d89c3cf2791fbbf6515727f46e8b77c3a60c585915da34c47be
AUD-000386,2026-02-13 10:04:00,BID_SUBMITTED,"{""bid_id"": ""BID-01031"", ""request_id"": ""REQ-096"", ""vendor_id"": ""VND-0101"", ""price"": 156890.62}",d2bd64c9a69f7d89c3cf2791fbbf6515727f46e8b77c3a60c585915da34c47be,091d7b06663195fafa1d1c096194afc1bcc42fd31f19f66787be6566cf952e8e
AUD-000387,2026-02-13 10:11:00,BID_SUBMITTED,"{""bid_id"": ""BID-01032"", ""request_id"": ""REQ-096"", ""vendor_id"": ""VND-0306"", ""price"": 155579.89}",091d7b06663195fafa1d1c096194afc1bcc42fd31f19f66787be6566cf952e8e,3299b8c44e2a8c69740c0bf910aac1d725a88f6959813251833ce9f4160d4cb7
AUD-000388,2026-02-13 10:14:00,BID_SUBMITTED,"{""bid_id"": ""BID-01033"", ""request_id"": ""REQ-096"", ""vendor_id"": ""VND-0101"", ""price"": 152945.82}",3299b8c44e2a8c69740c0bf910aac1d725a88f6959813251833ce9f4160d4cb7,bc3c2dd3d7008a2f99e38da1f93f0871316d70c2df042967bfc574a948bb4f00
AUD-000389,2026-02-13 10:18:00,BID_SUBMITTED,"{""bid_id"": ""BID-01034"", ""request_id"": ""REQ-096"", ""vendor_id"": ""VND-0414"", ""price"": 151024.17}",bc3c2dd3d7008a2f99e38da1f93f0871316d70c2df042967bfc574a948bb4f00,a767c0a37729e0510307d1b03b3082e7d145fafeb0d3edabefed70258d1c6469
AUD-000390,2026-02-13 10:28:00,BID_SUBMITTED,"{""bid_id"": ""BID-01035"", ""request_id"": ""REQ-096"", ""vendor_id"": ""VND-0282"", ""price"": 150219.02}",a767c0a37729e0510307d1b03b3082e7d145fafeb0d3edabefed70258d1c6469,33f8ad2886ab50996175b040ccb100a413670fd04a4da7fef0073198ce20b6a2
AUD-000391,2026-02-13 10:31:00,BID_SUBMITTED,"{""bid_id"": ""BID-01036"", ""request_id"": ""REQ-096"", ""vendor_id"": ""VND-0101"", ""price"": 146984.76}",33f8ad2886ab50996175b040ccb100a413670fd04a4da7fef0073198ce20b6a2,5de9ccd6343dc7d9f78b3954edfc8ed0a717b383f347698ccc36b48eb81f2b7a
AUD-000392,2026-02-13 10:33:00,BID_SUBMITTED,"{""bid_id"": ""BID-01037"", ""request_id"": ""REQ-096"", ""vendor_id"": ""VND-0414"", ""price"": 144850.93}",5de9ccd6343dc7d9f78b3954edfc8ed0a717b383f347698ccc36b48eb81f2b7a,2d4e1c1797b1429f4ca532a7504fd6d203dcfc771d38a2971e9bc25c7b3b4201
AUD-000393,2026-02-13 10:37:00,BID_SUBMITTED,"{""bid_id"": ""BID-01038"", ""request_id"": ""REQ-096"", ""vendor_id"": ""VND-0282"", ""price"": 143856.7}",2d4e1c1797b1429f4ca532a7504fd6d203dcfc771d38a2971e9bc25c7b3b4201,8ce0a97c5464734c31de5b5343015a9eb4547a1ae1e3ca1e80858b83454d368f
AUD-000394,2026-02-13 10:45:00,BID_SUBMITTED,"{""bid_id"": ""BID-01039"", ""request_id"": ""REQ-096"", ""vendor_id"": ""VND-0282"", ""price"": 140556.72}",8ce0a97c5464734c31de5b5343015a9eb4547a1ae1e3ca1e80858b83454d368f,afa86ac27e4b57e86a5259b227649ce04bf0b189de64fd01510287b7e2569ca9
AUD-000395,2026-02-15 19:00:00,PROCUREMENT_REQUEST_CREATED,"{""request_id"": ""REQ-013"", ""title"": ""Annual Report High-Volume Print (Lot 013)"", ""max_budget"": 181755.3}",afa86ac27e4b57e86a5259b227649ce04bf0b189de64fd01510287b7e2569ca9,754ec88bfa0d421a7b573f379634bf7820231319460c479047100897c48bd51c
AUD-000396,2026-02-16 19:10:00,BID_SUBMITTED,"{""bid_id"": ""BID-00114"", ""request_id"": ""REQ-013"", ""vendor_id"": ""VND-0384"", ""price"": 178017.96}",754ec88bfa0d421a7b573f379634bf7820231319460c479047100897c48bd51c,528d401df7063d55e3840cab19adb0a90293609cc782f30af72e2ff139944a47
AUD-000397,2026-02-16 19:15:00,BID_SUBMITTED,"{""bid_id"": ""BID-00115"", ""request_id"": ""REQ-013"", ""vendor_id"": ""VND-0282"", ""price"": 173687.61}",528d401df7063d55e3840cab19adb0a90293609cc782f30af72e2ff139944a47,fee68c6b7b47e53a905c979f1692826f74326c8c32709f6f0dfe00f8ed59fa77
AUD-000398,2026-02-16 19:17:00,BID_SUBMITTED,"{""bid_id"": ""BID-00116"", ""request_id"": ""REQ-013"", ""vendor_id"": ""VND-0448"", ""price"": 169786.58}",fee68c6b7b47e53a905c979f1692826f74326c8c32709f6f0dfe00f8ed59fa77,bc91f313da1e0168b84ea43382da9e593136a3a41871ea7964041260372e06f5
AUD-000399,2026-02-16 19:27:00,BID_SUBMITTED,"{""bid_id"": ""BID-00117"", ""request_id"": ""REQ-013"", ""vendor_id"": ""VND-0282"", ""price"": 165969.38}",bc91f313da1e0168b84ea43382da9e593136a3a41871ea7964041260372e06f5,d646d5f2d55d2d5e7feeff905f4d073c03c64a460fbeede1ffeab9e77698c2a5
AUD-000400,2026-02-16 19:37:00,BID_SUBMITTED,"{""bid_id"": ""BID-00118"", ""request_id"": ""REQ-013"", ""vendor_id"": ""VND-0229"", ""price"": 162778.12}",d646d5f2d55d2d5e7feeff905f4d073c03c64a460fbeede1ffeab9e77698c2a5,d34bca1e0b1421f9759c37504e4d74e7b619040a1d4c5618fd16518c2fe8757c
AUD-000401,2026-02-16 19:41:00,BID_SUBMITTED,"{""bid_id"": ""BID-00119"", ""request_id"": ""REQ-013"", ""vendor_id"": ""VND-0229"", ""price"": 161036.19}",d34bca1e0b1421f9759c37504e4d74e7b619040a1d4c5618fd16518c2fe8757c,fe20676b3d77b6f76fe157c4df1ff740268160036cb124a827a41a13d39869b9
AUD-000402,2026-02-16 19:51:00,BID_SUBMITTED,"{""bid_id"": ""BID-00120"", ""request_id"": ""REQ-013"", ""vendor_id"": ""VND-0384"", ""price"": 158783.87}",fe20676b3d77b6f76fe157c4df1ff740268160036cb124a827a41a13d39869b9,75b40d0bc10867f62163fad5fe033d8960bb8a1dbdc5a6ce9ea32222d125ef2c
AUD-000403,2026-02-16 19:54:00,BID_SUBMITTED,"{""bid_id"": ""BID-00121"", ""request_id"": ""REQ-013"", ""vendor_id"": ""VND-0448"", ""price"": 155350.82}",75b40d0bc10867f62163fad5fe033d8960bb8a1dbdc5a6ce9ea32222d125ef2c,18e59e6008dac49068d6499a3cf72d30b23d465737a786537ad07f72a30c517c
AUD-000404,2026-02-16 20:01:00,BID_SUBMITTED,"{""bid_id"": ""BID-00122"", ""request_id"": ""REQ-013"", ""vendor_id"": ""VND-0448"", ""price"": 152036.55}",18e59e6008dac49068d6499a3cf72d30b23d465737a786537ad07f72a30c517c,95fa395b44107f7dd484b29882519d6151b45c1ab2cac5b8894a335cb5fa8c2c
